City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Okhotsk,RU,2021-06-17 23:56:34,59.3833,143.3,59.04,70,58,5.14
295,Itarema,BR,2021-06-17 23:56:35,-2.9248,-39.9167,78.33,86,4,11.43
296,Sorland,NO,2021-06-17 23:56:35,67.667,12.6934,50.52,95,83,12.15
297,Ambilobe,MG,2021-06-17 23:56:36,-13.2,49.05,66.54,88,37,2.84
298,Westport,US,2021-06-17 23:56:36,41.1415,-73.3579,75.74,46,6,1.99
299,Gat,IL,2021-06-17 23:56:36,31.61,34.7642,68.68,79,0,1.99
300,Xichang,CN,2021-06-17 23:56:37,27.8964,102.2634,71.06,89,100,2.46
301,Vila Velha,BR,2021-06-17 23:56:37,-20.3297,-40.2925,69.75,83,90,2.3
302,Sistranda,NO,2021-06-17 23:56:37,63.7256,8.834,52.9,95,100,7.65
303,Cervo,ES,2021-06-17 23:56:38,43.6702,-7.4101,59.2,94,100,12.88
304,Almeirim,BR,2021-06-17 23:56:38,-1.5233,-52.5817,74.91,93,8,4.05
305,Paamiut,GL,2021-06-17 23:56:38,61.994,-49.6678,39.47,88,31,8.84
306,Vilnius,LT,2021-06-17 23:56:39,54.6892,25.2798,59.88,72,0,4.61
307,Mount Isa,AU,2021-06-17 23:56:39,-20.7333,139.5,60.57,41,56,13.8
308,Alice Springs,AU,2021-06-17 23:56:39,-23.7,133.8833,49.55,76,75,13.8
309,Belyy Yar,RU,2021-06-17 23:56:40,53.6039,91.3903,62.49,88,0,0.0
310,Ponta Delgada,PT,2021-06-17 23:56:40,37.7333,-25.6667,63.32,72,20,6.91
311,Svetlogorsk,BY,2021-06-17 23:56:40,52.6333,29.7333,56.68,92,2,6.38
312,Princeton,US,2021-06-17 23:56:41,25.5384,-80.4089,83.01,82,100,3.0
313,Solntsevo,RU,2021-06-17 23:56:41,51.4185,36.7499,61.14,90,0,10.31
314,Tupsan,PH,2021-06-17 23:56:41,9.1992,124.7769,82.38,79,100,2.62
315,San Cristobal,VE,2021-06-17 23:54:55,7.7669,-72.225,71.78,99,94,3.18
316,Komsomolskiy,UZ,2021-06-17 23:56:42,40.4272,71.7189,69.22,37,5,9.22
317,Chapais,CA,2021-06-17 23:56:42,49.7834,-74.8492,71.38,48,100,5.61
318,Tadine,NC,2021-06-17 23:56:43,-21.55,167.8833,76.87,71,47,6.33
319,Ankang,CN,2021-06-17 23:56:43,32.68,109.0172,62.78,95,100,0.18
320,Yerbogachen,RU,2021-06-17 23:56:43,61.2767,108.0108,67.12,50,11,3.89
321,Dong Hoi,VN,2021-06-17 23:56:44,17.4833,106.6,83.86,74,47,9.73
322,Markova,UA,2021-06-17 23:56:44,48.6758,24.4138,58.69,93,49,3.11
323,Verkh-Usugli,RU,2021-06-17 23:56:44,52.7,115.1667,51.49,90,99,10.78
324,Ust-Kuyga,RU,2021-06-17 23:56:45,70.0167,135.6,69.51,46,79,4.61
325,Sept-Iles,CA,2021-06-17 23:56:45,50.2001,-66.3821,54.25,90,40,5.75
326,Beringovskiy,RU,2021-06-17 23:56:46,63.05,179.3167,45.14,76,81,12.82
327,Matinhos,BR,2021-06-17 23:56:46,-25.8175,-48.5428,61.66,88,99,4.79
328,Esso,RU,2021-06-17 23:56:46,55.9333,158.7,44.53,78,96,6.85
329,Petrozavodsk,RU,2021-06-17 23:56:47,61.7849,34.3469,60.26,59,86,4.47
330,Cockburn Town,TC,2021-06-17 23:54:25,21.4612,-71.1419,82.36,74,40,12.66
331,Codrington,AU,2021-06-17 23:56:47,-38.2667,141.9667,56.05,79,37,15.03
332,Akyab,MM,2021-06-17 23:56:47,20.15,92.9,78.49,88,100,17.76
333,Tuatapere,NZ,2021-06-17 23:56:48,-46.1333,167.6833,43.83,83,15,4.59
334,Gillette,US,2021-06-17 23:56:48,44.2911,-105.5022,87.82,19,1,10.0
335,Lakes Entrance,AU,2021-06-17 23:56:49,-37.8811,147.981,47.17,90,100,16.22
336,Iqaluit,CA,2021-06-17 23:56:49,63.7506,-68.5145,33.53,93,90,15.01
337,Virginia Beach,US,2021-06-17 23:53:33,36.8529,-75.978,77.22,53,4,1.01
338,Srednekolymsk,RU,2021-06-17 23:56:49,67.45,153.6833,63.64,57,95,16.73
339,Junagarh,IN,2021-06-17 23:56:50,19.8667,82.9333,77.14,85,100,6.85
340,Qarqin,AF,2021-06-17 23:56:50,37.4185,66.0436,78.49,16,0,6.08
341,Vanavara,RU,2021-06-17 23:56:51,60.34,102.2797,66.96,45,63,0.45
342,Santa Marta,CO,2021-06-17 23:52:47,11.2408,-74.199,81.59,86,78,13.11
343,Hailey,US,2021-06-17 23:56:51,43.5196,-114.3153,66.04,22,99,13.0
344,Inirida,CO,2021-06-17 23:56:51,3.8653,-67.9239,73.63,97,60,3.02
345,Yar-Sale,RU,2021-06-17 23:56:52,66.8333,70.8333,40.73,78,73,15.97
346,Raduzhnyy,RU,2021-06-17 23:56:52,62.0961,77.475,58.82,73,95,2.26
347,Takestan,IR,2021-06-17 23:56:52,36.0696,49.6959,73.53,63,0,8.59
348,Cherskiy,RU,2021-06-17 23:56:53,68.75,161.3,51.42,52,53,9.15
349,Woodstock,CA,2021-06-17 23:56:53,43.1334,-80.7497,77.22,72,26,9.44
350,Stabat,ID,2021-06-17 23:56:54,3.761,98.4513,77.2,98,100,3.96
351,Buenos Aires,AR,2021-06-17 23:52:47,-34.6132,-58.3772,46.13,61,20,4.61
352,Nortelandia,BR,2021-06-17 23:56:54,-14.4547,-56.8028,72.73,50,18,2.66
353,Severobaykalsk,RU,2021-06-17 23:56:54,55.65,109.3167,55.58,62,100,6.31
354,Arraial Do Cabo,BR,2021-06-17 23:56:55,-22.9661,-42.0278,64.36,94,40,3.44
355,Hokitika,NZ,2021-06-17 23:56:55,-42.7167,170.9667,51.76,60,89,7.56
356,Mayo,US,2021-06-17 23:56:36,38.8876,-76.5119,74.98,52,11,1.99
357,Nathdwara,IN,2021-06-17 23:56:56,24.9333,73.8167,78.98,63,88,2.91
358,Baykit,RU,2021-06-17 23:56:56,61.67,96.37,65.55,59,88,2.55
359,Nantucket,US,2021-06-17 23:55:14,41.2835,-70.0995,68.97,73,16,11.16
360,Kavaratti,IN,2021-06-17 23:56:56,10.5669,72.642,83.07,77,93,23.64
361,Starkville,US,2021-06-17 23:56:57,33.4504,-88.8184,86.38,53,1,5.75
362,Concepcion,CL,2021-06-17 23:56:57,-36.827,-73.0498,49.8,100,0,2.3
363,Pangnirtung,CA,2021-06-17 23:56:58,66.1451,-65.7125,40.69,84,100,1.48
364,Ketchikan,US,2021-06-17 23:56:58,55.3422,-131.6461,55.38,96,100,2.51
365,Tigil,RU,2021-06-17 23:56:58,57.8,158.6667,41.54,93,100,5.66
366,Kampot,KH,2021-06-17 23:56:59,10.6167,104.1833,78.85,78,72,5.14
367,Kuryk,KZ,2021-06-17 23:56:59,43.2,51.65,84.9,22,50,5.5
368,Omsukchan,RU,2021-06-17 23:56:59,62.5333,155.8,42.48,80,58,7.07
369,Pascagoula,US,2021-06-17 23:57:00,30.3658,-88.5561,87.06,69,93,10.16
370,Zeya,RU,2021-06-17 23:57:00,53.75,127.2667,66.0,80,90,9.44
371,Sompeta,IN,2021-06-17 23:57:01,18.9333,84.6,81.91,78,100,8.12
372,North Platte,US,2021-06-17 23:55:36,41.1239,-100.7654,96.33,40,83,1.99
373,Broome,US,2021-06-17 23:57:01,42.2506,-75.833,68.77,77,18,1.81
374,Tuyen Quang,VN,2021-06-17 23:57:01,21.8233,105.2181,82.44,89,5,1.1
375,Santiago,CL,2021-06-17 23:57:02,-33.4569,-70.6483,60.17,62,0,6.91
376,Nechanice,CZ,2021-06-17 23:57:02,50.2374,15.6328,71.33,81,7,6.2
377,Tual,ID,2021-06-17 23:57:02,-5.6667,132.75,81.21,78,35,16.67
378,Boffa,GN,2021-06-17 23:57:03,10.1667,-14.0333,78.49,87,74,1.7
379,Marathon,US,2021-06-17 23:57:03,44.9,-89.7668,81.32,97,78,7.09
380,Killybegs,IE,2021-06-17 23:57:04,54.6333,-8.45,45.45,73,37,10.0
381,Airai,TL,2021-06-17 23:57:04,-8.9266,125.4092,67.3,57,35,3.6
382,Luena,AO,2021-06-17 23:57:04,-11.7833,19.9167,50.14,47,13,3.02
383,Nivala,FI,2021-06-17 23:57:05,63.9167,24.9667,57.69,67,95,8.41
384,Molepolole,BW,2021-06-17 23:57:05,-24.4066,25.4951,54.32,38,0,3.98
385,Teknaf,BD,2021-06-17 23:57:05,20.8624,92.3058,78.4,93,100,14.9
386,Ust-Nera,RU,2021-06-17 23:57:06,64.5667,143.2,68.11,29,0,0.58
387,Robertsport,LR,2021-06-17 23:57:06,6.7533,-11.3686,80.44,78,96,6.08
388,Yaan,NG,2021-06-17 23:57:06,7.3833,8.5667,73.9,93,45,6.26
389,Qasigiannguit,GL,2021-06-17 23:57:07,68.8193,-51.1922,37.24,84,100,4.32
390,Sesheke,ZM,2021-06-17 23:57:07,-17.4759,24.2968,53.46,56,0,4.0
391,Asau,RO,2021-06-17 23:57:07,46.4333,26.4,65.95,90,100,5.3
392,Storforshei,NO,2021-06-17 23:57:08,66.4043,14.5233,49.66,95,100,0.89
393,Labuhan,ID,2021-06-17 23:57:08,-6.8844,112.2051,78.21,83,85,6.51
394,Payo,ID,2021-06-17 23:57:08,-3.7508,103.6372,72.63,98,100,0.49
395,Walvis Bay,NA,2021-06-17 23:57:09,-22.9575,14.5053,55.09,100,0,5.75
396,Canavieiras,BR,2021-06-17 23:57:09,-15.675,-38.9472,71.38,77,20,4.94
397,Kemijarvi,FI,2021-06-17 23:57:09,66.7131,27.4306,50.5,81,100,2.73
398,Nuuk,GL,2021-06-17 23:57:10,64.1835,-51.7216,40.87,80,81,8.99
399,Chifeng,CN,2021-06-17 23:57:10,42.2683,118.9636,70.27,26,0,16.2
400,Jiazi,CN,2021-06-17 23:57:11,22.8779,116.067,84.97,78,14,16.46
401,Zhoucheng,CN,2021-06-17 23:57:11,35.9122,116.3117,74.01,65,59,3.53
402,Vanimo,PG,2021-06-17 23:57:11,-2.6741,141.3028,80.53,79,91,4.12
403,Deskati,GR,2021-06-17 23:57:12,39.9225,21.8028,56.82,89,41,4.23
404,Kupang,ID,2021-06-17 23:57:12,-10.1667,123.5833,81.18,61,20,8.05
405,Kokopo,PG,2021-06-17 23:57:12,-4.352,152.2633,82.89,64,93,3.67
406,Saravan,AM,2021-06-17 23:57:13,39.7196,45.6483,72.25,75,0,9.13
407,Sardinata,CO,2021-06-17 23:57:13,8.0829,-72.8007,78.48,93,97,4.21
408,Bowen,AU,2021-06-17 23:57:13,-20.0167,148.2333,71.82,33,3,16.46
409,Stornoway,GB,2021-06-17 23:57:14,58.2093,-6.3865,46.92,87,29,6.91
410,Norman Wells,CA,2021-06-17 23:57:14,65.282,-126.8329,78.84,27,20,11.5
411,Manati,PR,2021-06-17 23:57:14,18.4275,-66.4921,82.18,87,57,11.88
412,Oranjemund,NA,2021-06-17 23:57:15,-28.55,16.4333,59.7,60,0,7.94
413,Gisborne,NZ,2021-06-17 23:56:57,-38.6533,178.0042,57.94,58,1,1.32
414,Umm Kaddadah,SD,2021-06-17 23:57:15,13.6017,26.6876,83.8,50,62,11.21
415,Preston,GB,2021-06-17 23:57:16,53.7667,-2.7167,56.86,83,38,4.9
416,Yura,PE,2021-06-17 23:57:16,-16.2522,-71.6797,57.72,36,0,5.75
417,Grand Baie,MU,2021-06-17 23:57:16,-20.0182,57.5802,70.27,74,15,17.6
418,Rio Gallegos,AR,2021-06-17 23:57:17,-51.6226,-69.2181,26.65,86,0,5.75
419,Ikovka,RU,2021-06-17 23:57:17,55.6089,64.9375,57.94,95,100,12.62
420,Yemtsa,RU,2021-06-17 23:57:18,63.0734,40.3329,47.97,63,74,5.82
421,Pocinhos,BR,2021-06-17 23:57:18,-7.0767,-36.0611,73.69,95,30,10.87
422,Rondonopolis,BR,2021-06-17 23:57:18,-16.4708,-54.6356,71.62,48,21,7.11
423,Jaciara,BR,2021-06-17 23:57:19,-15.9653,-54.9683,69.39,49,34,4.63
424,Saint-Pierre,RE,2021-06-17 23:57:19,-21.3393,55.4781,71.24,71,90,4.61
425,Vardo,NO,2021-06-17 23:57:19,70.3705,31.1107,43.93,75,77,9.1
426,Portales,US,2021-06-17 23:57:20,34.1862,-103.3344,96.33,19,0,1.01
427,Mucuri,BR,2021-06-17 23:57:20,-18.0864,-39.5508,72.37,73,2,9.4
428,Vostok,RU,2021-06-17 23:57:21,46.4856,135.8833,71.04,43,100,3.76
429,Marfino,RU,2021-06-17 23:57:21,55.7028,37.3822,61.09,69,0,0.0
430,Mitsamiouli,KM,2021-06-17 23:57:21,-11.3847,43.2844,76.66,71,39,6.55
431,Bakel,SN,2021-06-17 23:57:22,14.905,-12.4568,97.21,26,26,8.23
432,Bandundu,CD,2021-06-17 23:57:22,-3.3167,17.3667,74.48,64,68,3.96
433,San Patricio,US,2021-06-17 23:57:23,28.017,-97.5169,93.29,58,53,11.16
434,Port Blair,IN,2021-06-17 23:57:23,11.6667,92.75,82.62,82,100,12.77
435,Talaya,RU,2021-06-17 23:57:23,61.3833,152.75,53.2,48,1,14.81
436,Anadyr,RU,2021-06-17 23:57:24,64.75,177.4833,54.1,47,0,8.95
437,Stanger,ZA,2021-06-17 23:57:24,-29.3282,31.2895,60.91,90,62,7.58
438,Belaya Gora,RU,2021-06-17 23:57:24,68.5333,146.4167,58.64,39,80,8.68
439,Paita,PE,2021-06-17 23:57:25,-5.0892,-81.1144,69.57,81,27,16.06
440,Itaqui,BR,2021-06-17 23:57:25,-29.1253,-56.5531,46.42,69,40,7.36
441,Kalamazoo,US,2021-06-17 23:57:25,42.2506,-85.55,82.78,62,3,10.49
442,Moultonborough,US,2021-06-17 23:57:26,43.7548,-71.3967,66.85,65,15,3.76
443,Goderich,CA,2021-06-17 23:57:26,43.7501,-81.7165,77.32,31,20,8.05
444,Makakilo City,US,2021-06-17 23:57:26,21.3469,-158.0858,82.56,58,75,17.27
445,Mattru,SL,2021-06-17 23:57:27,7.6244,-11.8332,74.34,95,81,1.5
446,Bambanglipuro,ID,2021-06-17 23:57:27,-7.95,110.2833,57.6,87,52,4.23
447,Derzhavinsk,KZ,2021-06-17 23:57:28,51.1,66.3167,72.48,41,87,8.59
448,La Maddalena,IT,2021-06-17 23:57:28,41.2142,9.4083,73.45,78,99,13.44
449,Rovaniemi,FI,2021-06-17 23:57:28,66.5,25.7167,53.01,93,0,5.75
450,Upernavik,GL,2021-06-17 23:57:29,72.7868,-56.1549,34.77,75,4,6.71
451,Tchaourou,BJ,2021-06-17 23:57:29,8.8865,2.5975,74.82,80,33,6.42
452,Kota Belud,MY,2021-06-17 23:57:30,6.351,116.4305,80.46,78,71,1.03
453,Bani Walid,LY,2021-06-17 23:57:30,31.7566,13.9942,68.85,65,1,5.77
454,Egvekinot,RU,2021-06-17 23:57:30,66.3167,-179.1667,34.83,95,100,7.63
455,Turukhansk,RU,2021-06-17 23:57:31,65.8167,87.9833,63.63,75,93,6.8
456,Jardim,BR,2021-06-17 23:57:31,-21.4803,-56.1381,59.63,76,100,5.84
457,Opuwo,NA,2021-06-17 23:57:31,-18.0607,13.84,55.22,47,2,2.48
458,Dudinka,RU,2021-06-17 23:57:32,69.4058,86.1778,56.44,97,100,7.25
459,Souillac,MU,2021-06-17 23:57:32,-20.5167,57.5167,70.18,88,75,5.75
460,Glenwood Springs,US,2021-06-17 23:57:32,39.5505,-107.3248,89.4,15,97,4.61
461,Truro,GB,2021-06-17 23:57:33,50.2653,-5.0544,56.55,92,100,10.36
462,San Pedro,PH,2021-06-17 23:57:33,14.35,121.0167,88.32,72,20,3.44
463,Crawfordsville,US,2021-06-17 23:57:33,40.0411,-86.8745,84.43,30,1,4.61
464,Vallenar,CL,2021-06-17 23:57:34,-28.5708,-70.7581,56.95,65,0,2.62
465,Olafsvik,IS,2021-06-17 23:57:34,64.8945,-23.7142,41.88,67,95,12.53
466,Disna,BY,2021-06-17 23:57:35,55.568,28.1971,56.48,84,74,4.27
467,Bundaberg,AU,2021-06-17 23:57:07,-24.85,152.35,70.21,35,54,5.01
468,Coquimbo,CL,2021-06-17 23:57:35,-29.9533,-71.3436,55.13,87,90,4.61
469,Kargasok,RU,2021-06-17 23:57:36,59.0556,80.8572,61.12,75,75,5.5
470,Bichura,RU,2021-06-17 23:57:36,50.5881,107.6022,59.18,54,17,11.18
471,Fenoarivo Atsinanana,MG,2021-06-17 23:57:36,-17.3667,49.4167,65.25,85,59,7.4
472,Tymovskoye,RU,2021-06-17 23:57:37,50.8456,142.655,73.71,53,7,2.95
473,Mamallapuram,IN,2021-06-17 23:57:37,12.6264,80.1722,86.05,57,100,11.72
474,Meulaboh,ID,2021-06-17 23:57:37,4.1363,96.1285,76.26,83,97,4.0
475,Hudiksvall,SE,2021-06-17 23:57:38,61.729,17.1036,60.53,69,36,6.44
476,San Fernando,PH,2021-06-17 23:57:38,15.0286,120.6898,86.14,70,32,1.9
477,Key West,US,2021-06-17 23:57:38,24.5557,-81.7826,84.0,78,100,16.73
478,Altay,CN,2021-06-17 23:57:39,47.8667,88.1167,68.52,40,4,4.16
479,Krasnoselkup,RU,2021-06-17 23:57:39,65.7,82.4667,62.4,67,5,10.56
480,Ginir,ET,2021-06-17 23:57:39,7.1333,40.7,56.73,80,96,4.85
481,Hami,CN,2021-06-17 23:57:40,42.8,93.45,77.99,13,57,3.29
482,Griffith,US,2021-06-17 23:57:40,41.5284,-87.4237,87.89,34,1,1.01
483,Winston-Salem,US,2021-06-17 23:57:40,36.0999,-80.2442,78.28,48,29,5.08
484,Luwuk,ID,2021-06-17 23:57:41,-0.9516,122.7875,80.98,77,46,5.28
485,Lerwick,GB,2021-06-17 23:57:41,60.1545,-1.1494,50.0,85,13,13.8
486,Port Hedland,AU,2021-06-17 23:57:42,-20.3167,118.5667,59.05,67,75,10.36
487,Floresta,BR,2021-06-17 23:57:42,-8.6011,-38.5686,72.84,70,0,18.63
488,Bubaque,GW,2021-06-17 23:57:42,11.2833,-15.8333,81.07,81,66,7.27
489,Ahipara,NZ,2021-06-17 23:57:43,-35.1667,173.1667,61.93,73,93,8.63
490,Dunedin,NZ,2021-06-17 23:57:43,-45.8742,170.5036,45.81,66,79,11.99
491,Hobyo,SO,2021-06-17 23:57:43,5.3505,48.5268,76.64,87,72,24.14
492,San Juan Evangelista,MX,2021-06-17 23:57:44,17.9,-95.1333,75.97,89,100,4.36
493,Lata,PT,2021-06-17 23:57:44,40.1629,-8.3327,61.03,96,100,2.53
494,Saiha,IN,2021-06-17 23:57:44,22.4833,92.9667,70.63,99,100,2.73
495,Olinda,BR,2021-06-17 23:57:45,-8.0089,-34.8553,73.13,88,75,6.91
496,Veisiejai,LT,2021-06-17 23:57:45,54.1,23.7,58.35,92,3,4.94
497,Ostrovnoy,RU,2021-06-17 23:57:45,68.0531,39.5131,52.95,61,100,16.08
498,Xinmin,CN,2021-06-17 23:57:46,41.9908,122.8253,66.45,56,0,12.28
499,Ossora,RU,2021-06-17 23:57:46,59.2353,163.0719,44.15,95,100,4.74
500,Puerto Narino,CO,2021-06-17 23:57:46,-3.7703,-70.3831,75.15,95,79,2.13
501,Korla,CN,2021-06-17 23:57:47,41.7597,86.1469,73.2,18,34,3.18
502,Dzilam Gonzalez,MX,2021-06-17 23:57:47,21.2833,-88.9333,77.63,88,99,6.42
503,Osorno,CL,2021-06-17 23:57:47,-40.5667,-73.15,37.71,93,0,0.0
504,Ahuimanu,US,2021-06-17 23:57:48,21.4447,-157.8378,83.75,64,90,9.22
505,Kalmunai,LK,2021-06-17 23:57:48,7.4167,81.8167,79.03,76,61,4.38
506,Coihaique,CL,2021-06-17 23:57:48,-45.5752,-72.0662,29.01,86,0,3.44
507,La Romana,DO,2021-06-17 23:57:49,18.4273,-68.9728,82.76,83,40,10.36
508,Fuerte Olimpo,PY,2021-06-17 23:57:49,-21.0415,-57.8738,55.27,76,100,6.82
509,Saldanha,ZA,2021-06-17 23:57:49,-33.0117,17.9442,51.85,84,1,8.01
510,Wattegama,LK,2021-06-17 23:57:50,6.7989,81.4808,73.87,77,69,3.24
511,Elko,US,2021-06-17 23:57:50,41.0002,-115.5012,92.05,8,51,13.0
512,Progreso,MX,2021-06-17 23:57:51,21.2833,-89.6667,78.12,89,100,11.68
513,Moose Factory,CA,2021-06-17 23:57:51,51.2585,-80.6094,75.2,60,75,6.91
514,Liku,ID,2021-06-17 23:57:51,-0.7275,119.8922,75.54,93,100,2.46
515,Zhanaozen,KZ,2021-06-17 23:57:52,43.3,52.8,85.86,15,27,7.61
516,Nalut,LY,2021-06-17 23:57:52,30.3333,10.85,85.19,19,0,11.63
517,Raga,SS,2021-06-17 23:57:52,8.4596,25.678,69.98,93,100,3.04
518,Lohja,FI,2021-06-17 23:56:15,60.2486,24.0653,55.44,89,6,4.52
519,Yako,BF,2021-06-17 23:57:53,12.9667,-2.2667,83.62,54,53,16.58
520,Bahia Honda,CU,2021-06-17 23:57:53,22.9036,-83.1592,80.46,80,100,5.14
521,Quchan,IR,2021-06-17 23:57:54,37.106,58.5095,63.97,23,0,3.94
522,Edgewater,US,2021-06-17 23:57:54,28.9889,-80.9023,85.37,78,20,9.22
523,Bathsheba,BB,2021-06-17 23:57:54,13.2167,-59.5167,83.01,61,40,23.02
524,Sibolga,ID,2021-06-17 23:57:55,1.7427,98.7792,76.68,83,100,2.64
525,Kelvington,CA,2021-06-17 23:57:55,52.1667,-103.5343,67.66,66,84,19.1
526,Bria,CF,2021-06-17 23:57:55,6.5423,21.9863,66.24,98,100,2.1
527,Leningradskaya,RU,2021-06-17 23:57:56,46.3214,39.3877,59.49,94,35,5.41
528,Nandgaon,IN,2021-06-17 23:57:56,20.3167,74.65,76.23,77,100,11.65
529,Haines Junction,CA,2021-06-17 23:57:56,60.7522,-137.5108,67.95,30,36,6.91
530,Kovernino,RU,2021-06-17 23:57:57,57.1253,43.8142,49.53,82,0,3.0
531,Yokadouma,CM,2021-06-17 23:57:57,3.5167,15.05,68.74,99,97,1.36
532,Port Lincoln,AU,2021-06-17 23:57:57,-34.7333,135.8667,54.73,69,93,19.95
533,Santa Cruz,BO,2021-06-17 23:55:01,-17.8,-63.1667,53.65,82,90,9.22
534,Liuhe,CN,2021-06-17 23:57:58,42.2401,125.7172,65.34,48,1,9.57
535,Punta Alta,AR,2021-06-17 23:57:04,-38.8759,-62.0736,43.61,79,100,4.94
536,Cap Malheureux,MU,2021-06-17 23:57:58,-19.9842,57.6142,70.29,73,19,18.61
537,Manzanillo,CU,2021-06-17 23:57:59,20.3433,-77.1167,80.73,82,99,5.35
538,Novobirilyussy,RU,2021-06-17 23:57:59,56.9514,90.6661,59.65,93,53,5.97
539,Villa Carlos Paz,AR,2021-06-17 23:58:00,-31.4241,-64.4978,39.4,94,100,1.99
540,Clinton,US,2021-06-17 23:57:39,42.587,-82.9199,84.52,51,6,10.83
541,Northam,GB,2021-06-17 23:56:06,51.0333,-4.2167,60.39,82,98,14.85
542,Puerto Escondido,MX,2021-06-17 23:58:00,15.85,-97.0667,79.9,86,100,18.84
543,Warmbad,NA,2021-06-17 23:58:01,-28.45,18.7333,55.06,44,0,7.74
544,Port Macquarie,AU,2021-06-17 23:58:01,-31.4333,152.9167,62.89,51,1,8.16
545,Horodnytsya,UA,2021-06-17 23:58:01,50.807,27.3168,59.9,95,2,5.68
546,Alyangula,AU,2021-06-17 23:58:02,-13.8483,136.4192,78.67,78,45,6.91
547,Victoria,HK,2021-06-17 23:56:09,22.2855,114.1577,89.96,83,43,1.01
548,Moranbah,AU,2021-06-17 23:58:02,-22.0016,148.0466,65.82,29,25,7.09
549,Faizabad,IN,2021-06-17 23:58:03,26.7833,82.1333,78.94,87,98,13.87
550,Half Moon Bay,US,2021-06-17 23:53:23,37.4636,-122.4286,106.12,26,1,11.5
551,Kampong Thum,KH,2021-06-17 23:54:10,12.7111,104.8887,79.99,79,100,2.59
552,Maragogi,BR,2021-06-17 23:58:03,-9.0122,-35.2225,74.26,92,32,7.83
553,Itaituba,BR,2021-06-17 23:56:32,-4.2761,-55.9836,76.15,87,94,0.63
554,Tagusao,PH,2021-06-17 23:58:04,9.1924,117.8141,83.05,72,65,3.71
555,Prado,BR,2021-06-17 23:58:04,-17.3411,-39.2208,70.59,77,4,7.23
556,Kigoma,TZ,2021-06-17 23:58:04,-4.8769,29.6267,75.07,63,80,2.82
557,Loandjili,CG,2021-06-17 23:58:05,-4.7561,11.8578,73.51,100,20,2.3
558,Rutland,US,2021-06-17 23:58:05,43.6167,-73.0162,66.88,56,19,1.34
559,Correntina,BR,2021-06-17 23:58:05,-13.3433,-44.6367,73.78,39,37,2.13
560,Cairns,AU,2021-06-17 23:55:17,-16.9167,145.7667,82.11,77,5,8.05
561,Coahuayana,MX,2021-06-17 23:58:06,18.7333,-103.6833,84.96,72,100,6.85
562,Wamba,NG,2021-06-17 23:58:06,8.9333,8.6,73.15,90,11,1.54
563,Nome,US,2021-06-17 23:58:07,64.5011,-165.4064,69.17,50,22,11.5
564,Port Hawkesbury,CA,2021-06-17 23:58:07,45.6169,-61.3485,66.15,65,100,1.01
565,Karmaskaly,RU,2021-06-17 23:58:08,54.3709,56.1837,51.71,80,12,10.8
